ENSP00000371847.2,ENST00000382410.3,ENSG00000178591.7,DEFB125
ENSP00000337587.4,ENST00000335694.4,ENSG00000149435.13,GGTLC1
ENSP00000366058.3,ENST00000376862.4,ENSG00000101463.7,SYNDIG1
ENSP00000420384.1,ENST00000480798.2,ENSG00000077984.7,CST7
ENSP00000395874.1,ENST00000451442.5,ENSG00000101474.13,APMAP
ENSP00000217456.2,ENST00000217456.3,ENSG00000101474.13,APMAP
ENSP00000439304.2,ENST00000537502.5,ENSG00000154930.16,ACSS1
ENSP00000388793.2,ENST00000432802.6,ENSG00000154930.16,ACSS1
ENSP00000316924.4,ENST00000323482.9,ENSG00000154930.16,ACSS1
ENSP00000365916.3,ENST00000376726.3,ENSG00000154930.16,ACSS1
ENSP00000401690.3,ENST00000429762.7,ENSG00000100987.15,VSX1
ENSP00000386612.2,ENST00000409285.6,ENSG00000100987.15,VSX1
ENSP00000387069.2,ENST00000409958.6,ENSG00000100987.15,VSX1
ENSP00000387720.2,ENST00000444511.6,ENSG00000100987.15,VSX1
ENSP00000365899.3,ENST00000376709.9,ENSG00000100987.15,VSX1
ENSP00000365897.3,ENST00000376707.4,ENSG00000100987.15,VSX1
ENSP00000353131.2,ENST00000360031.6,ENSG00000197586.14,ENTPD6
ENSP00000365840.4,ENST00000376652.9,ENSG00000197586.14,ENTPD6
ENSP00000401895.2,ENST00000433259.6,ENSG00000197586.14,ENTPD6
ENSP00000398844.1,ENST00000435520.5,ENSG00000197586.14,ENTPD6
ENSP00000390646.1,ENST00000425813.5,ENSG00000197586.14,ENTPD6
ENSP00000406975.1,ENST00000447877.5,ENSG00000197586.14,ENTPD6
ENSP00000365854.3,ENST00000376666.3,ENSG00000197586.14,ENTPD6
ENSP00000216962.3,ENST00000216962.9,ENSG00000100994.13,PYGB
ENSP00000395451.1,ENST00000428458.1,ENSG00000100994.13,PYGB
ENSP00000459278.2,ENST00000465694.2,ENSG00000100997.21,ABHD12
ENSP00000365725.3,ENST00000376542.8,ENSG00000100997.21,ABHD12
ENSP00000500286.1,ENST00000672331.1,ENSG00000100997.21,ABHD12
ENSP00000499949.1,ENST00000672871.1,ENSG00000100997.21,ABHD12
ENSP00000500550.1,ENST00000671858.1,ENSG00000100997.21,ABHD12
ENSP00000500316.1,ENST00000673524.1,ENSG00000100997.21,ABHD12
ENSP00000341408.5,ENST00000339157.10,ENSG00000100997.21,ABHD12
ENSP00000499945.1,ENST00000672114.1,ENSG00000100997.21,ABHD12
ENSP00000499868.1,ENST00000672258.1,ENSG00000100997.21,ABHD12
ENSP00000500062.1,ENST00000672358.1,ENSG00000100997.21,ABHD12
ENSP00000500290.1,ENST00000672596.1,ENSG00000100997.21,ABHD12
ENSP00000500514.1,ENST00000673227.1,ENSG00000100997.21,ABHD12
ENSP00000500208.1,ENST00000672406.1,ENSG00000100997.21,ABHD12
ENSP00000500106.1,ENST00000672566.1,ENSG00000100997.21,ABHD12
ENSP00000499839.1,ENST00000673121.1,ENSG00000100997.21,ABHD12
ENSP00000500451.1,ENST00000671784.1,ENSG00000100997.21,ABHD12
ENSP00000459121.1,ENST00000576316.5,ENSG00000100997.21,ABHD12
ENSP00000500257.1,ENST00000673094.1,ENSG00000100997.21,ABHD12
ENSP00000459495.1,ENST00000491682.5,ENSG00000100997.21,ABHD12
ENSP00000460950.1,ENST00000471287.5,ENSG00000100997.21,ABHD12
ENSP00000413311.1,ENST00000450393.5,ENSG00000100997.21,ABHD12
ENSP00000460249.1,ENST00000461204.1,ENSG00000100997.21,ABHD12
ENSP00000512888.1,ENST00000696810.1,ENSG00000101003.12,GINS1
ENSP00000512885.1,ENST00000696806.1,ENSG00000101003.12,GINS1
ENSP00000262460.4,ENST00000262460.5,ENSG00000101003.12,GINS1
ENSP00000512935.1,ENST00000696862.1,ENSG00000101003.12,GINS1
ENSP00000512939.1,ENST00000696870.1,ENSG00000101003.12,GINS1
ENSP00000512943.1,ENST00000696874.1,ENSG00000101003.12,GINS1
ENSP00000512886.1,ENST00000696807.1,ENSG00000101003.12,GINS1
ENSP00000512884.1,ENST00000696804.1,ENSG00000101003.12,GINS1
ENSP00000512956.1,ENST00000696894.1,ENSG00000101003.12,GINS1
ENSP00000512944.1,ENST00000696875.1,ENSG00000101003.12,GINS1
ENSP00000512945.1,ENST00000696876.1,ENSG00000101003.12,GINS1
ENSP00000512875.1,ENST00000696793.1,ENSG00000101003.12,GINS1
ENSP00000512946.1,ENST00000696878.1,ENSG00000101003.12,GINS1
ENSP00000512895.1,ENST00000696814.1,ENSG00000101003.12,GINS1
ENSP00000512869.1,ENST00000484893.2,ENSG00000101003.12,GINS1
ENSP00000512957.1,ENST00000696895.1,ENSG00000101003.12,GINS1
ENSP00000512958.1,ENST00000696896.1,ENSG00000101003.12,GINS1
ENSP00000278886.6,ENST00000278886.11,ENSG00000101004.17,NINL
ENSP00000338621.6,ENST00000336104.6,ENSG00000101004.17,NINL
ENSP00000516515.1,ENST00000706726.1,ENSG00000101004.17,NINL
ENSP00000516514.1,ENST00000706725.1,ENSG00000101004.17,NINL
ENSP00000302441.3,ENST00000304788.4,ENSG00000170191.5,NANP
ENSP00000252979.5,ENST00000252979.6,ENSG00000130684.15,ZNF337
ENSP00000365619.1,ENST00000376436.5,ENSG00000130684.15,ZNF337
ENSP00000383398.1,ENST00000400552.1,ENSG00000215547.1,DEFB115
ENSP00000383396.1,ENST00000400549.1,ENSG00000215545.1,DEFB116
ENSP00000253381.2,ENST00000253381.3,ENSG00000131068.4,DEFB118
ENSP00000345768.3,ENST00000339144.3,ENSG00000180483.7,DEFB119
ENSP00000365499.3,ENST00000376321.4,ENSG00000180483.7,DEFB119
ENSP00000365492.2,ENST00000376315.2,ENSG00000180483.7,DEFB119
ENSP00000417128.1,ENST00000376314.3,ENSG00000204548.4,DEFB121
ENSP00000365486.3,ENST00000376309.4,ENSG00000180424.7,DEFB123
ENSP00000326309.2,ENST00000317676.3,ENSG00000180383.4,DEFB124
ENSP00000201979.2,ENST00000201979.3,ENSG00000088320.5,REM1
ENSP00000343032.5,ENST00000340852.9,ENSG00000101294.21,HM13
ENSP00000501423.1,ENST00000674240.1,ENSG00000101294.21,HM13
ENSP00000497774.1,ENST00000649820.1,ENSG00000101294.21,HM13
ENSP00000381237.3,ENST00000398174.9,ENSG00000101294.21,HM13
ENSP00000498170.1,ENST00000466766.2,ENSG00000101294.21,HM13
ENSP00000479020.1,ENST00000498035.5,ENSG00000101294.21,HM13
ENSP00000497632.1,ENST00000650367.1,ENSG00000101294.21,HM13
ENSP00000341347.5,ENST00000344042.5,ENSG00000101294.21,HM13
ENSP00000498050.1,ENST00000649374.1,ENSG00000101294.21,HM13
ENSP00000479443.1,ENST00000619859.1,ENSG00000101294.21,HM13
ENSP00000496921.1,ENST00000394552.4,ENSG00000101898.8,MCTS2
ENSP00000365273.3,ENST00000376105.4,ENSG00000125968.11,ID1
ENSP00000365280.3,ENST00000376112.4,ENSG00000125968.11,ID1
ENSP00000365243.3,ENST00000376075.4,ENSG00000131055.6,COX4I2
ENSP00000365230.2,ENST00000376062.6,ENSG00000171552.15,BCL2L1
ENSP00000365223.4,ENST00000376055.9,ENSG00000171552.15,BCL2L1
ENSP00000302564.4,ENST00000307677.5,ENSG00000171552.15,BCL2L1
ENSP00000504387.1,ENST00000677194.1,ENSG00000171552.15,BCL2L1
ENSP00000401173.2,ENST00000434194.2,ENSG00000171552.15,BCL2L1
ENSP00000503725.1,ENST00000676582.1,ENSG00000171552.15,BCL2L1
ENSP00000504536.1,ENST00000676942.1,ENSG00000171552.15,BCL2L1
ENSP00000504237.1,ENST00000678563.1,ENSG00000171552.15,BCL2L1
ENSP00000395545.2,ENST00000456404.6,ENSG00000171552.15,BCL2L1
ENSP00000390760.2,ENST00000420488.6,ENSG00000171552.15,BCL2L1
ENSP00000389688.2,ENST00000439267.2,ENSG00000171552.15,BCL2L1
ENSP00000504137.1,ENST00000678671.1,ENSG00000171552.15,BCL2L1
ENSP00000411252.2,ENST00000422920.2,ENSG00000171552.15,BCL2L1
ENSP00000406203.2,ENST00000450273.2,ENSG00000171552.15,BCL2L1
ENSP00000341145.4,ENST00000340513.4,ENSG00000088325.17,TPX2
ENSP00000300403.6,ENST00000300403.11,ENSG00000088325.17,TPX2
ENSP00000365162.2,ENST00000375994.6,ENSG00000101306.12,MYLK2
ENSP00000365152.4,ENST00000375985.5,ENSG00000101306.12,MYLK2
ENSP00000365145.3,ENST00000375978.5,ENSG00000179772.8,FOXS1
ENSP00000397486.1,ENST00000447647.5,ENSG00000149599.17,DUSP15
ENSP00000278979.3,ENST00000278979.7,ENSG00000149599.17,DUSP15
ENSP00000381157.1,ENST00000398083.5,ENSG00000149599.17,DUSP15
ENSP00000419818.1,ENST00000486996.5,ENSG00000149599.17,DUSP15
ENSP00000381158.2,ENST00000398084.6,ENSG00000149599.17,DUSP15
ENSP00000365133.4,ENST00000375966.8,ENSG00000149599.17,DUSP15
ENSP00000341658.5,ENST00000339738.10,ENSG00000149599.17,DUSP15
ENSP00000390355.1,ENST00000428829.1,ENSG00000149599.17,DUSP15
ENSP00000442515.1,ENST00000535842.6,ENSG00000131044.19,TTLL9
ENSP00000365105.4,ENST00000375938.8,ENSG00000131044.19,TTLL9
ENSP00000365086.3,ENST00000375921.6,ENSG00000131044.19,TTLL9
ENSP00000308980.5,ENST00000310998.8,ENSG00000131044.19,TTLL9
ENSP00000495141.1,ENST00000375922.8,ENSG00000131044.19,TTLL9
ENSP00000495394.1,ENST00000644596.1,ENSG00000131044.19,TTLL9
ENSP00000483865.1,ENST00000620043.4,ENSG00000131044.19,TTLL9
ENSP00000365100.4,ENST00000375934.8,ENSG00000131044.19,TTLL9
ENSP00000494194.1,ENST00000642230.1,ENSG00000131044.19,TTLL9
ENSP00000481910.1,ENST00000619753.1,ENSG00000131044.19,TTLL9
ENSP00000480102.1,ENST00000612972.1,ENSG00000131044.19,TTLL9
ENSP00000202017.4,ENST00000202017.6,ENSG00000088356.7,PDRG1
ENSP00000477059.1,ENST00000562532.3,ENSG00000260903.3,XKR7
ENSP00000392448.2,ENST00000452892.3,ENSG00000101331.18,CCM2L
ENSP00000262659.8,ENST00000262659.12,ENSG00000101331.18,CCM2L
ENSP00000365022.3,ENST00000375862.7,ENSG00000101336.18,HCK
ENSP00000420457.2,ENST00000486475.6,ENSG00000101336.18,HCK
ENSP00000486627.1,ENST00000629881.2,ENSG00000101336.18,HCK
ENSP00000262651.4,ENST00000262651.4,ENSG00000101336.18,HCK
ENSP00000365012.3,ENST00000375852.5,ENSG00000101336.18,HCK
ENSP00000429848.1,ENST00000520553.5,ENSG00000101336.18,HCK
ENSP00000427757.1,ENST00000518730.5,ENSG00000101336.18,HCK
ENSP00000381104.2,ENST00000398022.7,ENSG00000101337.17,TM9SF4
ENSP00000413382.1,ENST00000442842.5,ENSG00000101337.17,TM9SF4
ENSP00000390314.1,ENST00000450829.5,ENSG00000101337.17,TM9SF4
ENSP00000217315.5,ENST00000217315.9,ENSG00000101337.17,TM9SF4
ENSP00000246229.4,ENST00000246229.5,ENSG00000126003.7,PLAGL2
ENSP00000516404.1,ENST00000706471.1,ENSG00000101346.16,POFUT1
ENSP00000516405.1,ENST00000706472.1,ENSG00000101346.16,POFUT1
ENSP00000364902.3,ENST00000375749.8,ENSG00000101346.16,POFUT1
ENSP00000364882.3,ENST00000375730.3,ENSG00000101346.16,POFUT1
ENSP00000364864.3,ENST00000375712.4,ENSG00000101350.9,KIF3B
ENSP00000499150.1,ENST00000651418.1,ENSG00000171456.23,ASXL1
ENSP00000364839.4,ENST00000375687.10,ENSG00000171456.23,ASXL1
ENSP00000493987.1,ENST00000646367.1,ENSG00000171456.23,ASXL1
ENSP00000494813.1,ENST00000644587.1,ENSG00000171456.23,ASXL1
ENSP00000494077.1,ENST00000645337.1,ENSG00000171456.23,ASXL1
ENSP00000497010.1,ENST00000649901.1,ENSG00000171456.23,ASXL1
ENSP00000495053.1,ENST00000646985.1,ENSG00000171456.23,ASXL1
ENSP00000495495.1,ENST00000645035.1,ENSG00000171456.23,ASXL1
ENSP00000451216.2,ENST00000497249.6,ENSG00000171456.23,ASXL1
ENSP00000495003.1,ENST00000643168.1,ENSG00000171456.23,ASXL1
ENSP00000364841.1,ENST00000375689.5,ENSG00000171456.23,ASXL1
ENSP00000305119.5,ENST00000306058.9,ENSG00000171456.23,ASXL1
ENSP00000480361.1,ENST00000555343.2,ENSG00000171456.23,ASXL1
ENSP00000495488.1,ENST00000645688.1,ENSG00000171456.23,ASXL1
ENSP00000496042.1,ENST00000642676.1,ENSG00000171456.23,ASXL1
ENSP00000352704.5,ENST00000359676.9,ENSG00000197183.15,NOL4L
ENSP00000483523.1,ENST00000621426.7,ENSG00000197183.15,NOL4L
ENSP00000492149.1,ENST00000475781.1,ENSG00000197183.15,NOL4L
ENSP00000317413.4,ENST00000326071.8,ENSG00000197183.15,NOL4L
ENSP00000364829.2,ENST00000375677.5,ENSG00000197183.15,NOL4L
ENSP00000364830.3,ENST00000375678.7,ENSG00000197183.15,NOL4L
ENSP00000201961.3,ENST00000201961.6,ENSG00000197183.15,NOL4L
ENSP00000410774.1,ENST00000419612.1,ENSG00000197183.15,NOL4L
ENSP00000495424.1,ENST00000608990.6,ENSG00000198547.10,C20orf203
ENSP00000495162.1,ENST00000360785.6,ENSG00000198547.10,C20orf203
ENSP00000496538.1,ENST00000642484.1,ENSG00000285382.1,ENSG00000285382
ENSP00000494986.1,ENST00000642630.1,ENSG00000285382.1,ENSG00000285382
ENSP00000493768.1,ENST00000646357.1,ENSG00000285382.1,ENSG00000285382
ENSP00000494955.1,ENST00000645058.1,ENSG00000285382.1,ENSG00000285382
ENSP00000278980.6,ENST00000278980.11,ENSG00000149600.13,COMMD7
ENSP00000476617.1,ENST00000610160.1,ENSG00000149600.13,COMMD7
ENSP00000395339.1,ENST00000446419.6,ENSG00000149600.13,COMMD7
ENSP00000476443.1,ENST00000474815.2,ENSG00000149600.13,COMMD7
ENSP00000512497.1,ENST00000696231.1,ENSG00000088305.20,DNMT3B
ENSP00000328547.2,ENST00000328111.6,ENSG00000088305.20,DNMT3B
ENSP00000512498.1,ENST00000696232.1,ENSG00000088305.20,DNMT3B
ENSP00000337764.2,ENST00000348286.6,ENSG00000088305.20,DNMT3B
ENSP00000313397.4,ENST00000353855.6,ENSG00000088305.20,DNMT3B
ENSP00000512499.1,ENST00000696233.1,ENSG00000088305.20,DNMT3B
ENSP00000403169.2,ENST00000443239.7,ENSG00000088305.20,DNMT3B
ENSP00000512500.1,ENST00000696235.1,ENSG00000088305.20,DNMT3B
ENSP00000412305.1,ENST00000456297.6,ENSG00000088305.20,DNMT3B
ENSP00000512501.1,ENST00000696236.1,ENSG00000088305.20,DNMT3B
ENSP00000201963.3,ENST00000201963.3,ENSG00000088305.20,DNMT3B
ENSP00000512502.1,ENST00000696238.1,ENSG00000088305.20,DNMT3B
ENSP00000512503.1,ENST00000696239.1,ENSG00000088305.20,DNMT3B
ENSP00000364721.5,ENST00000375571.6,ENSG00000101367.10,MAPRE1
ENSP00000383366.5,ENST00000400522.9,ENSG00000215529.13,EFCAB8
ENSP00000481567.1,ENST00000618684.1,ENSG00000215529.13,EFCAB8
ENSP00000364673.3,ENST00000375523.7,ENSG00000167098.12,SUN5
ENSP00000348496.3,ENST00000356173.8,ENSG00000167098.12,SUN5
ENSP00000400089.1,ENST00000420875.5,ENSG00000167098.12,SUN5
ENSP00000364669.2,ENST00000375519.2,ENSG00000167098.12,SUN5
ENSP00000170150.3,ENST00000170150.4,ENSG00000078898.8,BPIFB2
ENSP00000443533.1,ENST00000542375.5,ENSG00000167104.12,BPIFB6
ENSP00000344929.1,ENST00000349552.1,ENSG00000167104.12,BPIFB6
ENSP00000364643.4,ENST00000375494.4,ENSG00000186190.8,BPIFB3
ENSP00000364632.3,ENST00000375483.4,ENSG00000186191.9,BPIFB4
ENSP00000388423.1,ENST00000445356.1,ENSG00000186191.9,BPIFB4
ENSP00000501266.1,ENST00000674031.1,ENSG00000186191.9,BPIFB4
ENSP00000253362.2,ENST00000253362.6,ENSG00000131050.11,BPIFA2
ENSP00000347012.5,ENST00000354932.6,ENSG00000131050.11,BPIFA2
ENSP00000364601.3,ENST00000375452.3,ENSG00000131059.12,BPIFA3
ENSP00000364603.3,ENST00000375454.8,ENSG00000131059.12,BPIFA3
ENSP00000364571.2,ENST00000375422.6,ENSG00000198183.14,BPIFA1
ENSP00000364562.4,ENST00000375413.8,ENSG00000198183.14,BPIFA1
ENSP00000346251.4,ENST00000354297.9,ENSG00000198183.14,BPIFA1
ENSP00000390471.1,ENST00000423645.5,ENSG00000125999.12,BPIFB1
ENSP00000253354.1,ENST00000253354.2,ENSG00000125999.12,BPIFB1
ENSP00000409474.1,ENST00000427097.5,ENSG00000101391.22,CDK5RAP1
ENSP00000476857.1,ENST00000473997.5,ENSG00000101391.22,CDK5RAP1
ENSP00000217372.2,ENST00000346416.7,ENSG00000101391.22,CDK5RAP1
ENSP00000341840.5,ENST00000339269.5,ENSG00000101391.22,CDK5RAP1
ENSP00000350558.4,ENST00000357886.8,ENSG00000101391.22,CDK5RAP1
ENSP00000217381.2,ENST00000217381.3,ENSG00000101400.7,SNTA1
ENSP00000345810.6,ENST00000342704.11,ENSG00000078699.22,CBFA2T2
ENSP00000364428.2,ENST00000375279.6,ENSG00000078699.22,CBFA2T2
ENSP00000341865.3,ENST00000344201.7,ENSG00000078699.22,CBFA2T2
ENSP00000262653.7,ENST00000346541.7,ENSG00000078699.22,CBFA2T2
ENSP00000380902.1,ENST00000397800.5,ENSG00000078699.22,CBFA2T2
ENSP00000433270.1,ENST00000492345.5,ENSG00000078699.22,CBFA2T2
ENSP00000352622.3,ENST00000359606.3,ENSG00000078699.22,CBFA2T2
ENSP00000443398.1,ENST00000543126.1,ENSG00000078699.22,CBFA2T2
ENSP00000246190.6,ENST00000246190.11,ENSG00000125967.18,NECAB3
ENSP00000364386.4,ENST00000375238.8,ENSG00000125967.18,NECAB3
ENSP00000475938.1,ENST00000488489.5,ENSG00000125967.18,NECAB3
ENSP00000475369.1,ENST00000485399.5,ENSG00000125967.18,NECAB3
ENSP00000475834.1,ENST00000480994.5,ENSG00000125967.18,NECAB3
ENSP00000475420.1,ENST00000606690.5,ENSG00000125967.18,NECAB3
ENSP00000392064.1,ENST00000439478.5,ENSG00000125967.18,NECAB3
ENSP00000476044.1,ENST00000607805.5,ENSG00000125967.18,NECAB3
ENSP00000475755.1,ENST00000493590.1,ENSG00000125967.18,NECAB3
ENSP00000476165.1,ENST00000473892.1,ENSG00000125967.18,NECAB3
ENSP00000364370.3,ENST00000375222.4,ENSG00000149609.6,C20orf144
ENSP00000504425.1,ENST00000677665.1,ENSG00000288649.2,ACTL10
ENSP00000345571.5,ENST00000343380.6,ENSG00000101412.14,E2F1
ENSP00000386385.3,ENST00000409299.8,ENSG00000101417.13,PXMP4
ENSP00000343071.3,ENST00000344022.7,ENSG00000101417.13,PXMP4
ENSP00000217398.3,ENST00000217398.3,ENSG00000101417.13,PXMP4
ENSP00000344308.2,ENST00000342427.6,ENSG00000131061.16,ZNF341
ENSP00000513875.1,ENST00000698694.1,ENSG00000131061.16,ZNF341
ENSP00000364346.1,ENST00000375200.6,ENSG00000131061.16,ZNF341
ENSP00000434423.1,ENST00000497876.5,ENSG00000131061.16,ZNF341
ENSP00000432933.1,ENST00000483118.5,ENSG00000131061.16,ZNF341
ENSP00000513876.1,ENST00000698695.1,ENSG00000131061.16,ZNF341
ENSP00000217402.2,ENST00000217402.3,ENSG00000101421.5,CHMP4B
ENSP00000364255.3,ENST00000375114.7,ENSG00000125970.13,RALY
ENSP00000413638.1,ENST00000448364.5,ENSG00000125970.13,RALY
ENSP00000403744.1,ENST00000413297.5,ENSG00000125970.13,RALY
ENSP00000246194.3,ENST00000246194.8,ENSG00000125970.13,RALY
ENSP00000327522.5,ENST00000333552.9,ENSG00000125970.13,RALY
ENSP00000415973.1,ENST00000442805.1,ENSG00000125970.13,RALY
ENSP00000364119.2,ENST00000374980.3,ENSG00000125977.8,EIF2S2
ENSP00000454804.1,ENST00000568305.5,ENSG00000101440.11,ASIP
ENSP00000364092.3,ENST00000374954.4,ENSG00000101440.11,ASIP
ENSP00000217426.2,ENST00000217426.7,ENSG00000101444.13,AHCY
ENSP00000442820.1,ENST00000538132.1,ENSG00000101444.13,AHCY
ENSP00000499605.1,ENST00000665484.2,ENSG00000078747.18,ITCH
ENSP00000513011.1,ENST00000696974.1,ENSG00000078747.18,ITCH
ENSP00000363998.4,ENST00000374864.10,ENSG00000078747.18,ITCH
ENSP00000445608.1,ENST00000535650.8,ENSG00000078747.18,ITCH
ENSP00000499526.1,ENST00000670516.1,ENSG00000078747.18,ITCH
ENSP00000491176.2,ENST00000461661.2,ENSG00000078747.18,ITCH
ENSP00000513012.1,ENST00000696975.1,ENSG00000078747.18,ITCH
ENSP00000499220.1,ENST00000654846.1,ENSG00000078747.18,ITCH
ENSP00000499283.1,ENST00000665428.1,ENSG00000078747.18,ITCH
ENSP00000499685.1,ENST00000660337.1,ENSG00000078747.18,ITCH
ENSP00000262650.5,ENST00000262650.11,ENSG00000078747.18,ITCH
ENSP00000499786.1,ENST00000665346.1,ENSG00000078747.18,ITCH
ENSP00000513019.1,ENST00000696984.1,ENSG00000078747.18,ITCH
ENSP00000513020.1,ENST00000696985.1,ENSG00000078747.18,ITCH
ENSP00000513013.1,ENST00000696978.1,ENSG00000289720.1,ENSG00000289720
ENSP00000513014.1,ENST00000696979.1,ENSG00000289720.1,ENSG00000289720
ENSP00000499754.1,ENST00000664852.1,ENSG00000289720.1,ENSG00000289720
ENSP00000513015.1,ENST00000696980.1,ENSG00000289720.1,ENSG00000289720
ENSP00000513016.1,ENST00000696981.1,ENSG00000289720.1,ENSG00000289720
ENSP00000513021.1,ENST00000696986.1,ENSG00000125971.19,DYNLRB1
ENSP00000513022.1,ENST00000480759.1,ENSG00000125971.19,DYNLRB1
ENSP00000349679.2,ENST00000357156.7,ENSG00000125971.19,DYNLRB1
ENSP00000300469.9,ENST00000300469.13,ENSG00000125971.19,DYNLRB1
ENSP00000363979.3,ENST00000374846.3,ENSG00000125971.19,DYNLRB1
ENSP00000363970.3,ENST00000374837.7,ENSG00000101460.14,MAP1LC3A
ENSP00000353886.3,ENST00000360668.8,ENSG00000101460.14,MAP1LC3A
ENSP00000380821.1,ENST00000397709.1,ENSG00000101460.14,MAP1LC3A
ENSP00000217446.3,ENST00000217446.8,ENSG00000101464.12,PIGU
ENSP00000363953.2,ENST00000374820.6,ENSG00000101464.12,PIGU
ENSP00000395755.1,ENST00000438215.1,ENSG00000101464.12,PIGU
ENSP00000486894.1,ENST00000628752.2,ENSG00000198646.15,NCOA6
ENSP00000363929.2,ENST00000374796.6,ENSG00000198646.15,NCOA6
ENSP00000351894.2,ENST00000359003.7,ENSG00000198646.15,NCOA6
ENSP00000481177.1,ENST00000612493.4,ENSG00000198646.15,NCOA6
ENSP00000481935.1,ENST00000616167.1,ENSG00000198646.15,NCOA6
ENSP00000363942.2,ENST00000374809.6,ENSG00000078804.14,TP53INP2
ENSP00000363943.3,ENST00000374810.8,ENSG00000078804.14,TP53INP2
ENSP00000395784.1,ENST00000451665.5,ENSG00000078804.14,TP53INP2
ENSP00000404410.1,ENST00000414082.1,ENSG00000078804.14,TP53INP2
ENSP00000338964.5,ENST00000336431.10,ENSG00000131067.18,GGT7
ENSP00000486589.1,ENST00000469018.5,ENSG00000131067.18,GGT7
ENSP00000486190.1,ENST00000470952.2,ENSG00000131067.18,GGT7
ENSP00000394993.1,ENST00000427420.1,ENSG00000131067.18,GGT7
ENSP00000417783.1,ENST00000488172.5,ENSG00000131069.21,ACSS2
ENSP00000418152.1,ENST00000481284.5,ENSG00000131069.21,ACSS2
ENSP00000420105.1,ENST00000475459.6,ENSG00000131069.21,ACSS2
ENSP00000419167.1,ENST00000484354.1,ENSG00000131069.21,ACSS2
ENSP00000418608.1,ENST00000480274.1,ENSG00000131069.21,ACSS2
ENSP00000418812.2,ENST00000493805.6,ENSG00000131069.21,ACSS2
ENSP00000419925.1,ENST00000473172.5,ENSG00000131069.21,ACSS2
ENSP00000418362.1,ENST00000477932.5,ENSG00000131069.21,ACSS2
ENSP00000420351.1,ENST00000480978.5,ENSG00000131069.21,ACSS2
ENSP00000353804.2,ENST00000360596.7,ENSG00000131069.21,ACSS2
ENSP00000253382.5,ENST00000253382.5,ENSG00000131069.21,ACSS2
ENSP00000498303.1,ENST00000651619.1,ENSG00000100983.13,GSS
ENSP00000493763.1,ENST00000646735.1,ENSG00000100983.13,GSS
ENSP00000493744.1,ENST00000646405.1,ENSG00000100983.13,GSS
ENSP00000493631.1,ENST00000642498.1,ENSG00000100983.13,GSS
ENSP00000495750.1,ENST00000644793.1,ENSG00000100983.13,GSS
ENSP00000493903.1,ENST00000643188.1,ENSG00000100983.13,GSS
ENSP00000495404.1,ENST00000645328.1,ENSG00000100983.13,GSS
ENSP00000494819.1,ENST00000643502.1,ENSG00000100983.13,GSS
ENSP00000495572.1,ENST00000643443.1,ENSG00000100983.13,GSS
ENSP00000407517.2,ENST00000451957.2,ENSG00000100983.13,GSS
ENSP00000493927.1,ENST00000642538.1,ENSG00000100983.13,GSS
ENSP00000496142.1,ENST00000645408.1,ENSG00000100983.13,GSS
ENSP00000493524.1,ENST00000642493.1,ENSG00000100983.13,GSS
ENSP00000494333.1,ENST00000646766.1,ENSG00000100983.13,GSS
ENSP00000496125.1,ENST00000643271.1,ENSG00000100983.13,GSS
ENSP00000495829.1,ENST00000645102.1,ENSG00000100983.13,GSS
ENSP00000493500.1,ENST00000644608.1,ENSG00000100983.13,GSS
ENSP00000262873.8,ENST00000262873.13,ENSG00000078814.20,MYH7B
ENSP00000412594.2,ENST00000433934.2,ENSG00000078814.20,MYH7B
ENSP00000391939.1,ENST00000435272.5,ENSG00000078814.20,MYH7B
ENSP00000395858.1,ENST00000446156.5,ENSG00000078814.20,MYH7B
ENSP00000409103.1,ENST00000453028.5,ENSG00000078814.20,MYH7B
ENSP00000396368.1,ENST00000456649.1,ENSG00000078814.20,MYH7B
ENSP00000252015.2,ENST00000252015.3,ENSG00000100991.13,TRPC4AP
ENSP00000400614.1,ENST00000451813.6,ENSG00000100991.13,TRPC4AP
ENSP00000363615.2,ENST00000374491.3,ENSG00000088298.14,EDEM2
ENSP00000363616.3,ENST00000374492.8,ENSG00000088298.14,EDEM2
ENSP00000216968.3,ENST00000216968.5,ENSG00000101000.7,PROCR
ENSP00000489117.1,ENST00000635377.1,ENSG00000101000.7,PROCR
ENSP00000489456.1,ENST00000634509.1,ENSG00000101000.7,PROCR
ENSP00000489588.1,ENST00000456790.2,ENSG00000126005.18,MMP24OS
ENSP00000489182.1,ENST00000435366.2,ENSG00000126005.18,MMP24OS
ENSP00000488948.1,ENST00000424358.1,ENSG00000126005.18,MMP24OS
ENSP00000246186.6,ENST00000246186.8,ENSG00000125966.11,MMP24
ENSP00000489186.1,ENST00000444717.1,ENSG00000261582.1,ENSG00000261582
ENSP00000502429.1,ENST00000675032.1,ENSG00000242372.10,EIF6
ENSP00000395907.1,ENST00000440766.5,ENSG00000242372.10,EIF6
ENSP00000363559.3,ENST00000374436.7,ENSG00000242372.10,EIF6
ENSP00000363566.3,ENST00000374443.7,ENSG00000242372.10,EIF6
ENSP00000411450.2,ENST00000447927.6,ENSG00000242372.10,EIF6
ENSP00000363574.3,ENST00000374450.8,ENSG00000242372.10,EIF6
ENSP00000415044.1,ENST00000415116.1,ENSG00000242372.10,EIF6
ENSP00000390897.1,ENST00000456600.1,ENSG00000242372.10,EIF6
